ANGKATAN;JENIS_KELAMIN;PROSES_MASUK;NAMA_SEKOLAH;KOTA_SEKOLAH;JURUSAN_SEKOLAH;PRODI;LAMA_STUDI;IPK;
13;Wanita;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,65;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,08;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,05;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,56;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,69;
13;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,17;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,26;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;2,81;
13;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,12;
13;Wanita;BEASISWA;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,29;
13;Pria;BEASISWA;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,26;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,05;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,18;
13;Pria;Nilai Rapor < 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,10;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,52;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;2,86;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,15;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,46;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,19;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,70;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,56;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,78;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,65;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,46;
13;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;2,82;
13;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,41;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,39;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,05;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,37;
13;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,47;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,24;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,07;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,50;3,31;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,22;
13;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,15;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,28;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,03;
13;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,34;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;2,99;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,14;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,31;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,50;3,01;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,52;
13;Wanita;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,70;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,23;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,39;
13;Wanita;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,44;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,69;
13;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,28;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,36;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,15;
13;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,61;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,50;3,21;
13;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,50;3,17;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,53;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,53;
13;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,37;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,41;
13;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,14;
13;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,35;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,71;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,84;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,75;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,39;
13;Wanita;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,13;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,02;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,22;
13;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,20;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,14;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,88;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,49;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,50;3,03;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,11;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,57;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,00;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;2,90;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,50;2,97;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;2,96;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,72;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,38;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,43;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,28;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,42;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,50;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,47;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,64;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,00;3,08;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,28;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,33;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,50;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,35;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,53;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;6,50;3,27;
13;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,34;
13;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,25;
13;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,42;
13;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,07;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,70;
14;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,75;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,05;
14;Wanita;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,65;
14;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,26;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,45;
14;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,64;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,33;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,19;
14;Pria;Nilai Rapor < 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,28;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,30;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,01;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,08;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,26;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,22;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,53;
14;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,73;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,65;
14;Pria;Nilai Rapor < 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,45;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,29;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,53;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,32;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,53;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;2,94;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,51;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,34;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,28;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,17;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,40;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;2,99;
14;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,25;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,73;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,41;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,36;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,28;
14;Pria;Nilai Rapor < 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,49;
14;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,39;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;2,93;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,01;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,47;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,02;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,16;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,00;
14;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,37;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,32;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,18;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,08;
14;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;2,97;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;2,94;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,16;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,21;
14;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,60;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,49;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,68;
14;Pria;Nilai Rapor >= 7.00;SMA;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,25;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,12;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,24;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,17;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,35;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,71;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,09;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,18;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,61;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,62;
14;Pria;Nilai Rapor >= 7.00;SMA;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,34;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,70;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,24;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,24;
14;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,14;
14;Wanita;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,38;
14;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;2,99;
14;Pria;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,30;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,48;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,48;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,16;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,45;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,47;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,44;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,28;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;3,11;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,50;3,07;
14;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,51;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,14;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;5,00;2,97;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,19;
14;Wanita;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,47;
14;Pria;Nilai Rapor >= 7.00;SMK;LUAR KOTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,63;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,08;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,02;
14;Wanita;Nilai Rapor >= 7.00;SMA;TANGERANG;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;3,50;3,40;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,50;3,35;
14;Pria;Nilai Rapor >= 7.00;SMK;TANGERANG;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,21;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,20;
14;Pria;Nilai Rapor >= 7.00;SMK;JAKARTA;NON TEKNIK INFORMATIKA;TEKNIK INFORMATIKA;4,00;3,33;
